time,balance,equity
2024-03-28 21:15:00,210.72999999998962,210.72999999998962
2024-03-28 21:30:00,210.72999999998962,210.72999999998962
2024-03-28 21:45:00,210.72999999998962,210.72999999998962
2024-03-28 22:00:00,210.72999999998962,210.72999999998962
2024-03-28 22:15:00,210.72999999998962,210.72999999998962
2024-03-28 22:30:00,210.72999999998962,210.72999999998962
2024-03-28 22:45:00,210.72999999998962,210.72999999998962
2024-04-01 01:00:00,210.72999999998962,210.72999999998962
2024-04-01 01:15:00,210.72999999998962,210.72999999998962
2024-04-01 01:30:00,210.72999999998962,210.72999999998962
2024-04-01 01:45:00,210.72999999998962,210.72999999998962
2024-04-01 02:00:00,210.72999999998962,210.72999999998962
2024-04-01 02:15:00,210.72999999998962,210.72999999998962
2024-04-01 02:30:00,210.72999999998962,210.72999999998962
2024-04-01 02:45:00,210.72999999998962,210.72999999998962
2024-04-01 03:00:00,210.72999999998962,210.72999999998962
2024-04-01 03:15:00,210.72999999998962,210.72999999998962
2024-04-01 03:30:00,210.72999999998962,210.72999999998962
2024-04-01 03:45:00,210.72999999998962,210.72999999998962
2024-04-01 04:00:00,210.72999999998962,210.72999999998962
2024-04-01 04:15:00,210.72999999998962,210.72999999998962
2024-04-01 04:30:00,210.72999999998962,210.72999999998962
2024-04-01 04:45:00,210.72999999998962,210.72999999998962
2024-04-01 05:00:00,210.72999999998962,210.72999999998962
2024-04-01 05:15:00,210.72999999998962,210.72999999998962
2024-04-01 05:30:00,210.72999999998962,210.72999999998962
2024-04-01 05:45:00,210.72999999998962,210.72999999998962
2024-04-01 06:00:00,210.72999999998962,210.72999999998962
2024-04-01 06:15:00,210.72999999998962,210.72999999998962
2024-04-01 06:30:00,210.72999999998962,210.72999999998962
2024-04-01 06:45:00,210.72999999998962,210.72999999998962
2024-04-01 07:00:00,210.72999999998962,210.72999999998962
2024-04-01 07:15:00,210.72999999998962,210.72999999998962
2024-04-01 07:30:00,210.72999999998962,210.72999999998962
2024-04-01 07:45:00,210.72999999998962,210.72999999998962
2024-04-01 08:00:00,210.72999999998962,210.72999999998962
2024-04-01 08:15:00,210.72999999998962,210.72999999998962
2024-04-01 08:30:00,210.72999999998962,210.72999999998962
2024-04-01 08:45:00,210.72999999998962,210.72999999998962
2024-04-01 09:00:00,210.72999999998962,210.72999999998962
2024-04-01 09:15:00,210.72999999998962,210.72999999998962
2024-04-01 09:30:00,210.72999999998962,210.72999999998962
2024-04-01 09:45:00,210.72999999998962,210.72999999998962
2024-04-01 10:00:00,210.72999999998962,210.72999999998962
2024-04-01 10:15:00,210.72999999998962,210.5299999999898
2024-04-01 10:30:00,210.72999999998962,212.1499999999897
2024-04-01 10:45:00,210.72999999998962,214.75999999998936
2024-04-01 11:00:00,210.72999999998962,213.33999999998974
2024-04-01 11:15:00,210.72999999998962,214.65999999998945
2024-04-01 11:30:00,210.72999999998962,215.25999999998936
2024-04-01 11:45:00,210.72999999998962,215.01999999998958
2024-04-01 12:00:00,210.72999999998962,214.45999999998963
2024-04-01 12:15:00,219.28999999998973,219.28999999998973
2024-04-01 12:30:00,219.28999999998973,219.28999999998973
2024-04-01 12:45:00,219.28999999998973,219.28999999998973
2024-04-01 13:00:00,219.28999999998973,219.28999999998973
2024-04-01 13:15:00,219.28999999998973,219.28999999998973
2024-04-01 13:30:00,219.28999999998973,219.28999999998973
2024-04-01 13:45:00,219.28999999998973,219.28999999998973
2024-04-01 14:00:00,219.28999999998973,219.28999999998973
2024-04-01 14:15:00,219.28999999998973,219.28999999998973
2024-04-01 14:30:00,219.28999999998973,219.28999999998973
2024-04-01 14:45:00,219.28999999998973,219.28999999998973
2024-04-01 15:00:00,219.28999999998973,219.28999999998973
2024-04-01 15:15:00,219.28999999998973,219.28999999998973
2024-04-01 15:30:00,219.28999999998973,219.28999999998973
2024-04-01 15:45:00,219.28999999998973,219.28999999998973
2024-04-01 16:00:00,219.28999999998973,219.28999999998973
2024-04-01 16:15:00,219.28999999998973,219.28999999998973
2024-04-01 16:30:00,219.28999999998973,219.28999999998973
2024-04-01 16:45:00,219.28999999998973,219.28999999998973
2024-04-01 17:00:00,219.28999999998973,219.28999999998973
2024-04-01 17:15:00,219.28999999998973,219.28999999998973
2024-04-01 17:30:00,219.28999999998973,219.28999999998973
2024-04-01 17:45:00,219.28999999998973,219.28999999998973
2024-04-01 18:00:00,219.28999999998973,219.28999999998973
2024-04-01 18:15:00,219.28999999998973,219.28999999998973
2024-04-01 18:30:00,219.28999999998973,219.28999999998973
2024-04-01 18:45:00,219.28999999998973,219.28999999998973
2024-04-01 19:00:00,219.28999999998973,219.28999999998973
2024-04-01 19:15:00,219.28999999998973,219.28999999998973
2024-04-01 19:30:00,219.28999999998973,219.28999999998973
2024-04-01 19:45:00,219.28999999998973,219.28999999998973
2024-04-01 20:00:00,219.28999999998973,219.28999999998973
2024-04-01 20:15:00,219.28999999998973,219.28999999998973
2024-04-01 20:30:00,219.28999999998973,219.28999999998973
2024-04-01 20:45:00,219.28999999998973,219.28999999998973
2024-04-01 21:00:00,219.28999999998973,219.28999999998973
2024-04-01 21:15:00,219.28999999998973,219.28999999998973
2024-04-01 21:30:00,219.28999999998973,219.28999999998973
2024-04-01 21:45:00,219.28999999998973,219.28999999998973
2024-04-01 22:00:00,219.28999999998973,219.28999999998973
2024-04-01 22:15:00,219.28999999998973,219.28999999998973
2024-04-01 22:30:00,219.28999999998973,219.28999999998973
2024-04-01 22:45:00,219.28999999998973,219.28999999998973
2024-04-01 23:00:00,219.28999999998973,219.28999999998973
2024-04-01 23:15:00,219.28999999998973,219.28999999998973
2024-04-01 23:30:00,219.28999999998973,219.28999999998973
2024-04-01 23:45:00,219.28999999998973,219.28999999998973
2024-04-02 01:00:00,219.28999999998973,219.28999999998973
2024-04-02 01:15:00,219.28999999998973,219.28999999998973
2024-04-02 01:30:00,219.28999999998973,219.28999999998973
2024-04-02 01:45:00,219.28999999998973,219.28999999998973
2024-04-02 02:00:00,219.28999999998973,219.28999999998973
2024-04-02 02:15:00,219.28999999998973,219.28999999998973
2024-04-02 02:30:00,219.28999999998973,219.28999999998973
2024-04-02 02:45:00,219.28999999998973,219.28999999998973
2024-04-02 03:00:00,219.28999999998973,219.28999999998973
2024-04-02 03:15:00,219.28999999998973,219.28999999998973
2024-04-02 03:30:00,219.28999999998973,219.28999999998973
2024-04-02 03:45:00,219.28999999998973,219.28999999998973
2024-04-02 04:00:00,219.28999999998973,219.28999999998973
2024-04-02 04:15:00,219.28999999998973,219.28999999998973
2024-04-02 04:30:00,219.28999999998973,219.28999999998973
2024-04-02 04:45:00,219.28999999998973,219.28999999998973
2024-04-02 05:00:00,219.28999999998973,219.28999999998973
2024-04-02 05:15:00,219.28999999998973,219.28999999998973
2024-04-02 05:30:00,219.28999999998973,219.28999999998973
2024-04-02 05:45:00,219.28999999998973,219.28999999998973
2024-04-02 06:00:00,219.28999999998973,219.28999999998973
2024-04-02 06:15:00,219.28999999998973,219.28999999998973
2024-04-02 06:30:00,219.28999999998973,219.28999999998973
2024-04-02 06:45:00,219.28999999998973,219.28999999998973
2024-04-02 07:00:00,219.28999999998973,219.28999999998973
2024-04-02 07:15:00,219.28999999998973,219.28999999998973
2024-04-02 07:30:00,219.28999999998973,219.28999999998973
2024-04-02 07:45:00,219.28999999998973,219.28999999998973
2024-04-02 08:00:00,219.28999999998973,219.28999999998973
2024-04-02 08:15:00,219.28999999998973,219.28999999998973
2024-04-02 08:30:00,219.28999999998973,219.28999999998973
2024-04-02 08:45:00,219.28999999998973,219.28999999998973
2024-04-02 09:00:00,219.28999999998973,219.28999999998973
2024-04-02 09:15:00,219.28999999998973,219.28999999998973
2024-04-02 09:30:00,219.28999999998973,219.28999999998973
2024-04-02 09:45:00,219.28999999998973,219.28999999998973
2024-04-02 10:00:00,219.28999999998973,218.98999999998955
2024-04-02 10:15:00,219.28999999998973,219.4099999999892
2024-04-02 10:30:00,219.28999999998973,220.4099999999895
2024-04-02 10:45:00,219.28999999998973,221.3099999999892
2024-04-02 11:00:00,219.28999999998973,220.18999999998942
2024-04-02 11:15:00,218.40999999998928,218.40999999998928
2024-04-02 11:30:00,218.40999999998928,218.40999999998928
2024-04-02 11:45:00,218.40999999998928,218.40999999998928
2024-04-02 12:00:00,218.40999999998928,218.40999999998928
2024-04-02 12:15:00,218.40999999998928,218.40999999998928
2024-04-02 12:30:00,218.40999999998928,218.40999999998928
2024-04-02 12:45:00,218.40999999998928,218.40999999998928
2024-04-02 13:00:00,218.40999999998928,218.40999999998928
2024-04-02 13:15:00,218.40999999998928,218.40999999998928
2024-04-02 13:30:00,218.40999999998928,218.40999999998928
2024-04-02 13:45:00,218.40999999998928,218.40999999998928
2024-04-02 14:00:00,218.40999999998928,218.40999999998928
2024-04-02 14:15:00,218.40999999998928,218.40999999998928
2024-04-02 14:30:00,218.40999999998928,218.40999999998928
2024-04-02 14:45:00,218.40999999998928,218.40999999998928
2024-04-02 15:00:00,218.40999999998928,218.40999999998928
2024-04-02 15:15:00,218.40999999998928,218.40999999998928
2024-04-02 15:30:00,218.40999999998928,218.40999999998928
2024-04-02 15:45:00,218.40999999998928,218.40999999998928
2024-04-02 16:00:00,218.40999999998928,218.40999999998928
2024-04-02 16:15:00,218.40999999998928,218.40999999998928
2024-04-02 16:30:00,218.40999999998928,218.40999999998928
2024-04-02 16:45:00,218.40999999998928,218.40999999998928
2024-04-02 17:00:00,218.40999999998928,218.40999999998928
2024-04-02 17:15:00,218.40999999998928,218.40999999998928
2024-04-02 17:30:00,218.40999999998928,218.40999999998928
2024-04-02 17:45:00,218.40999999998928,218.40999999998928
2024-04-02 18:00:00,218.40999999998928,218.40999999998928
2024-04-02 18:15:00,218.40999999998928,218.40999999998928
2024-04-02 18:30:00,218.40999999998928,218.40999999998928
2024-04-02 18:45:00,218.40999999998928,218.40999999998928
2024-04-02 19:00:00,218.40999999998928,218.40999999998928
2024-04-02 19:15:00,218.40999999998928,218.40999999998928
2024-04-02 19:30:00,218.40999999998928,218.40999999998928
2024-04-02 19:45:00,218.40999999998928,218.40999999998928
2024-04-02 20:00:00,218.40999999998928,218.40999999998928
2024-04-02 20:15:00,218.40999999998928,218.40999999998928
2024-04-02 20:30:00,218.40999999998928,218.40999999998928
2024-04-02 20:45:00,218.40999999998928,218.40999999998928
2024-04-02 21:00:00,218.40999999998928,218.40999999998928
2024-04-02 21:15:00,218.40999999998928,218.40999999998928
2024-04-02 21:30:00,218.40999999998928,218.40999999998928
2024-04-02 21:45:00,218.40999999998928,218.40999999998928
2024-04-02 22:00:00,218.40999999998928,218.40999999998928
2024-04-02 22:15:00,218.40999999998928,218.40999999998928
2024-04-02 22:30:00,218.40999999998928,218.40999999998928
2024-04-02 22:45:00,218.40999999998928,218.40999999998928
2024-04-02 23:00:00,218.40999999998928,218.40999999998928
2024-04-02 23:15:00,218.40999999998928,218.40999999998928
2024-04-02 23:30:00,218.40999999998928,218.40999999998928
2024-04-02 23:45:00,218.40999999998928,218.40999999998928
2024-04-03 01:00:00,218.40999999998928,218.40999999998928
2024-04-03 01:15:00,218.40999999998928,218.40999999998928
2024-04-03 01:30:00,218.40999999998928,218.40999999998928
2024-04-03 01:45:00,218.40999999998928,218.40999999998928
2024-04-03 02:00:00,218.40999999998928,218.40999999998928
2024-04-03 02:15:00,218.40999999998928,218.40999999998928
2024-04-03 02:30:00,218.40999999998928,218.40999999998928
2024-04-03 02:45:00,218.40999999998928,218.40999999998928
2024-04-03 03:00:00,218.40999999998928,218.40999999998928
2024-04-03 03:15:00,218.40999999998928,218.40999999998928
2024-04-03 03:30:00,218.40999999998928,218.40999999998928
2024-04-03 03:45:00,218.40999999998928,218.40999999998928
2024-04-03 04:00:00,218.40999999998928,218.40999999998928
2024-04-03 04:15:00,218.40999999998928,218.40999999998928
2024-04-03 04:30:00,218.40999999998928,218.40999999998928
2024-04-03 04:45:00,218.40999999998928,218.40999999998928
2024-04-03 05:00:00,218.40999999998928,218.40999999998928
2024-04-03 05:15:00,218.40999999998928,218.40999999998928
2024-04-03 05:30:00,218.40999999998928,218.40999999998928
2024-04-03 05:45:00,218.40999999998928,218.40999999998928
2024-04-03 06:00:00,218.40999999998928,218.40999999998928
2024-04-03 06:15:00,218.40999999998928,218.40999999998928
2024-04-03 06:30:00,218.40999999998928,218.40999999998928
2024-04-03 06:45:00,218.40999999998928,218.40999999998928
2024-04-03 07:00:00,218.40999999998928,218.40999999998928
2024-04-03 07:15:00,218.40999999998928,218.40999999998928
2024-04-03 07:30:00,218.40999999998928,218.40999999998928
2024-04-03 07:45:00,218.40999999998928,218.40999999998928
2024-04-03 08:00:00,218.40999999998928,218.40999999998928
2024-04-03 08:15:00,218.40999999998928,218.40999999998928
2024-04-03 08:30:00,218.40999999998928,218.40999999998928
2024-04-03 08:45:00,218.40999999998928,218.40999999998928
2024-04-03 09:00:00,218.40999999998928,218.40999999998928
2024-04-03 09:15:00,218.40999999998928,218.40999999998928
2024-04-03 09:30:00,218.40999999998928,218.40999999998928
2024-04-03 09:45:00,218.40999999998928,218.40999999998928
2024-04-03 10:00:00,218.40999999998928,218.40999999998928
2024-04-03 10:15:00,218.40999999998928,218.40999999998928
2024-04-03 10:30:00,218.40999999998928,218.40999999998928
2024-04-03 10:45:00,218.40999999998928,218.40999999998928
2024-04-03 11:00:00,218.40999999998928,218.40999999998928
2024-04-03 11:15:00,218.40999999998928,218.40999999998928
2024-04-03 11:30:00,218.40999999998928,218.40999999998928
2024-04-03 11:45:00,218.40999999998928,218.40999999998928
2024-04-03 12:00:00,218.40999999998928,218.40999999998928
2024-04-03 12:15:00,218.40999999998928,218.40999999998928
2024-04-03 12:30:00,218.40999999998928,218.40999999998928
2024-04-03 12:45:00,218.40999999998928,218.40999999998928
2024-04-03 13:00:00,218.40999999998928,218.40999999998928
2024-04-03 13:15:00,218.40999999998928,218.40999999998928
2024-04-03 13:30:00,218.40999999998928,218.40999999998928
2024-04-03 13:45:00,218.40999999998928,218.40999999998928
2024-04-03 14:00:00,218.40999999998928,218.40999999998928
2024-04-03 14:15:00,218.40999999998928,218.40999999998928
2024-04-03 14:30:00,218.40999999998928,218.40999999998928
2024-04-03 14:45:00,218.40999999998928,218.40999999998928
2024-04-03 15:00:00,218.40999999998928,218.40999999998928
2024-04-03 15:15:00,218.40999999998928,218.40999999998928
2024-04-03 15:30:00,218.40999999998928,218.40999999998928
2024-04-03 15:45:00,218.40999999998928,218.40999999998928
2024-04-03 16:00:00,218.40999999998928,218.40999999998928
2024-04-03 16:15:00,218.40999999998928,218.40999999998928
2024-04-03 16:30:00,218.40999999998928,218.40999999998928
2024-04-03 16:45:00,218.40999999998928,218.40999999998928
2024-04-03 17:00:00,218.40999999998928,218.40999999998928
2024-04-03 17:15:00,218.40999999998928,218.40999999998928
2024-04-03 17:30:00,218.40999999998928,218.40999999998928
2024-04-03 17:45:00,218.40999999998928,218.40999999998928
2024-04-03 18:00:00,218.40999999998928,218.40999999998928
2024-04-03 18:15:00,218.40999999998928,218.40999999998928
2024-04-03 18:30:00,218.40999999998928,218.40999999998928
2024-04-03 18:45:00,218.40999999998928,218.40999999998928
2024-04-03 19:00:00,218.40999999998928,218.40999999998928
2024-04-03 19:15:00,218.40999999998928,218.40999999998928
2024-04-03 19:30:00,218.40999999998928,218.40999999998928
2024-04-03 19:45:00,218.40999999998928,218.40999999998928
2024-04-03 20:00:00,218.40999999998928,218.40999999998928
2024-04-03 20:15:00,218.40999999998928,218.40999999998928
2024-04-03 20:30:00,218.40999999998928,218.40999999998928
2024-04-03 20:45:00,218.40999999998928,218.40999999998928
2024-04-03 21:00:00,218.40999999998928,218.40999999998928
2024-04-03 21:15:00,218.40999999998928,218.40999999998928
2024-04-03 21:30:00,218.40999999998928,218.40999999998928
2024-04-03 21:45:00,218.40999999998928,218.40999999998928
2024-04-03 22:00:00,218.40999999998928,218.40999999998928
2024-04-03 22:15:00,218.40999999998928,218.40999999998928
2024-04-03 22:30:00,218.40999999998928,218.40999999998928
2024-04-03 22:45:00,218.40999999998928,218.40999999998928
2024-04-03 23:00:00,218.40999999998928,218.40999999998928
2024-04-03 23:15:00,218.40999999998928,218.40999999998928
2024-04-03 23:30:00,218.40999999998928,218.40999999998928
2024-04-03 23:45:00,218.40999999998928,218.40999999998928
2024-04-04 01:00:00,218.40999999998928,218.40999999998928
2024-04-04 01:15:00,218.40999999998928,218.40999999998928
2024-04-04 01:30:00,218.40999999998928,218.40999999998928
2024-04-04 01:45:00,218.40999999998928,218.40999999998928
2024-04-04 02:00:00,218.40999999998928,218.40999999998928
2024-04-04 02:15:00,218.40999999998928,218.40999999998928
2024-04-04 02:30:00,218.40999999998928,218.40999999998928
2024-04-04 02:45:00,218.40999999998928,218.40999999998928
2024-04-04 03:00:00,218.40999999998928,218.40999999998928
2024-04-04 03:15:00,218.40999999998928,218.40999999998928
2024-04-04 03:30:00,218.40999999998928,218.40999999998928
2024-04-04 03:45:00,218.40999999998928,218.40999999998928
2024-04-04 04:00:00,218.40999999998928,218.40999999998928
2024-04-04 04:15:00,218.40999999998928,218.40999999998928
